Date,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department
2020/4/1,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,6940,0,1235
2020/4/1,RTH,NHS ENGLAND SOUTH EAST,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6216,675,0
2020/4/1,NNJ15,NHS ENGLAND MIDLANDS,OAKHAM,0,0,0
2020/4/1,NNJ13,NHS ENGLAND MIDLANDS,MELTON MOWBRAY,0,0,0
2020/4/1,NNJ12,NHS ENGLAND MIDLANDS,MARKET HARBOROUGH,0,0,0
2020/4/1,NMH01,NHS ENGLAND EAST OF ENGLAND,NORWICH PRACTICES LTD,0,0,0
2020/4/1,RPA,NHS ENGLAND SOUTH EAST,MEDWAY NHS FOUNDATION TRUST,4607,0,1378
2020/4/1,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE,THE ROTHERHAM NHS FOUNDATION TRUST,4389,0,0
2020/4/1,RWW,NHS ENGLAND NORTH WEST,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,3996,0,755
2020/4/1,RAX,NHS ENGLAND LONDON,KINGSTON HOSPITAL NHS FOUNDATION TRUST,3596,387,1420
2020/7/1,Y02961,NHS ENGLAND MIDLANDS,SUMMERFIELD GP SURG & URGENT CARE CENTRE,0,0,1718
2020/7/1,AQN04,NHS ENGLAND SOUTH EAST,PHL LYMINGTON UTC,0,0,1619
2020/7/1,RA9,NHS ENGLAND SOUTH WEST,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,5614,0,2126
2020/7/1,8J094,NHS ENGLAND MIDLANDS,BADGER LTD,0,0,0
2020/7/1,Y03007,NHS ENGLAND MIDLANDS,ERDINGTON GP HEALTH & WELLBEING WIC,0,0,0
2020/7/1,NTV0W,NHS ENGLAND SOUTH EAST,WOKING WALK IN CENTRE,0,0,1979
2020/7/1,NDJ,NHS ENGLAND SOUTH EAST,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,1305
2020/7/1,NTV0B,NHS ENGLAND SOUTH EAST,ASHFORD WALK-IN-CENTRE,0,0,1946
2020/7/1,RYY,NHS ENGLAND SOUTH EAST,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,4388
2020/7/1,Y00751,NHS ENGLAND SOUTH EAST,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0
2020/7/1,RPC,NHS ENGLAND SOUTH EAST,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,679
2020/7/1,Y02532,NHS ENGLAND NORTH WEST,MIRIAM MINOR EMERGENCY,0,0,1023
2020/7/1,RGN,NHS ENGLAND EAST OF ENGLAND,NORTH WEST ANGLIA NHS FOUNDATION TRUST,12359,0,0
2020/7/1,RY7,NHS ENGLAND NORTH WEST,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,1271
2020/7/1,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,412
2020/7/1,RBZ,NHS ENGLAND SOUTH WEST,NORTHERN DEVON HEALTHCARE NHS TRUST,4180,0,0
2020/7/1,RXL,NHS ENGLAND NORTH WEST,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,5812,0,6800
2020/7/1,C82009,NHS ENGLAND MIDLANDS,MARKET HARBOROUGH MED.CTR,0,0,323
2020/7/1,NR3,NHS ENGLAND MIDLANDS,NOTTINGHAM CITYCARE PARTNERSHIP,0,0,2890
2020/7/1,R1D,NHS ENGLAND MIDLANDS,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0,0,1856
2020/7/1,RXG,NHS ENGLAND NORTH EAST AND YORKSHIRE,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0
2020/7/1,M85813,NHS ENGLAND MIDLANDS,BIRMINGHAM WIC,0,0,140
2020/7/1,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE,WORKINGTON HEALTH LIMITED,0,0,252
2020/7/1,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE,GATESHEAD HEALTH NHS FOUNDATION TRUST,7142,0,0
2020/7/1,RDY,NHS ENGLAND SOUTH WEST,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0
2020/7/1,C82010,NHS ENGLAND MIDLANDS,OAKHAM MEDICAL PRACTICE,0,0,207
2020/7/1,Y02615,NHS ENGLAND MIDLANDS,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,4626
2020/7/1,Y02428,NHS ENGLAND EAST OF ENGLAND,PUTNOE MEDICAL CENTRE WALK IN CENTRE,0,0,341
2020/7/1,DD401,NHS ENGLAND SOUTH WEST,EXMOUTH MINOR INJURY UNIT,0,0,986
2020/7/1,RW1,NHS ENGLAND SOUTH EAST,SOUTHERN HEALTH NHS FOUNDATION TRUST,0,0,631
2020/7/1,RXW,NHS ENGLAND MIDLANDS,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,9043,0,137
2020/7/1,RXQ,NHS ENGLAND SOUTH EAST,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,5329,1159,2816
2020/7/1,RTX,NHS ENGLAND NORTH WEST,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,6772,74,1586
2020/7/1,RGP,NHS ENGLAND EAST OF ENGLAND,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6271,0,74
2020/7/1,Y03051,NHS ENGLAND SOUTH EAST,HASTINGS MED P & WALKIN,0,0,512
2020/7/1,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE,THE ROTHERHAM NHS FOUNDATION TRUST,6989,0,0
2020/7/1,RTP,NHS ENGLAND SOUTH EAST,SURREY AND SUSSEX HEALTHCARE NHS TRUST,7356,0,624
2020/7/1,RJ8,NHS ENGLAND SOUTH WEST,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0
2020/7/1,RJN,NHS ENGLAND NORTH WEST,EAST CHESHIRE NHS TRUST,3611,0,0
2020/7/1,RK5,NHS ENGLAND MIDLANDS,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,7877,0,3118
2020/7/1,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0,0,1791
2020/7/1,RD3,NHS ENGLAND SOUTH WEST,POOLE HOSPITAL NHS FOUNDATION TRUST,5375,0,1686
2020/7/1,Y02572,NHS ENGLAND NORTH EAST AND YORKSHIRE,PARK COMMUNITY PRACTICE,0,0,0
2020/7/1,NQT5F,NHS ENGLAND NORTH WEST,SKELMERSDALE WALK IN CENTRE,0,0,357
2020/7/1,NQT10,NHS ENGLAND SOUTH EAST,ASSURA READING LLP,0,0,0
2020/7/1,NYM13,NHS ENGLAND LONDON,HHCIC EAST WIC,0,0,0
2020/7/1,RW4,NHS ENGLAND NORTH WEST,MERSEY CARE NHS FOUNDATION TRUST,0,0,952
2020/7/1,RL4,NHS ENGLAND MIDLANDS,THE ROYAL WOLVERHAMPTON NHS TRUST,11090,0,3207
2020/7/1,RGT,NHS ENGLAND EAST OF ENGLAND,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7891,0,2347
2020/7/1,RY4,NHS ENGLAND EAST OF ENGLAND,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,891
2020/7/1,Y04538,NHS ENGLAND SOUTH EAST,BRACKNELL URGENT CARE CENTRE WIC,0,0,0
2020/7/1,Y02816,NHS ENGLAND SOUTH EAST,EASTBOURNE STATION HEALTH CENTRE,0,0,444
2020/7/1,AAH,NHS ENGLAND SOUTH WEST,TETBURY HOSPITAL TRUST LTD,0,0,203
2020/7/1,NQT5H,NHS ENGLAND SOUTH WEST,PAULTON MEMORIAL HOSPITAL,0,0,250
2020/7/1,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,7052,0,0
2020/7/1,NNF94,NHS ENGLAND NORTH EAST AND YORKSHIRE,EAST RIDING COMMUNITY HOSPITAL,0,0,1681
2020/7/1,G82071,NHS ENGLAND SOUTH EAST,WHITSTABLE MEDICAL PRACTICE,0,0,2196
2020/7/1,RNS,NHS ENGLAND MIDLANDS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,6637,587,1233
2020/7/1,RNU,NHS ENGLAND SOUTH EAST,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,2646
2020/7/1,RXK,NHS ENGLAND MIDLANDS,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,11325,890,1850
2020/7/1,RT3,NHS ENGLAND LONDON,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,0,0,0
2020/7/1,NLX,NHS ENGLAND SOUTH WEST,SIRONA CARE & HEALTH,0,0,5926
2020/7/1,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,11544,0,0
2020/7/1,NL7,NHS ENGLAND MIDLANDS,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,3345
2020/7/1,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE,LOCAL CARE DIRECT,0,0,1118
2020/7/1,Y02676,NHS ENGLAND SOUTH EAST,BRIGHTON STATION HEALTH CENTRE,0,0,742
2020/7/1,NNFA7,NHS ENGLAND NORTH EAST AND YORKSHIRE,GOOLE & DISTRICT HOSPITAL,0,0,887
2020/7/1,ARN02,NHS ENGLAND NORTH EAST AND YORKSHIRE,ST.GEORGE'S CENTRE,0,0,1763
2020/7/1,NNF76,NHS ENGLAND NORTH EAST AND YORKSHIRE,THE WILBERFORCE HEALTH CENTRE,0,0,1669
2020/7/1,RLQ,NHS ENGLAND MIDLANDS,WYE VALLEY NHS TRUST,5139,0,0
2020/7/1,REF,NHS ENGLAND SOUTH WEST,ROYAL CORNWALL HOSPITALS NHS TRUST,4997,0,8476
2020/7/1,RVY,NHS ENGLAND NORTH WEST,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,5618,0,2633
2020/7/1,RBQ,NHS ENGLAND NORTH WEST,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0
2020/7/1,L83087,NHS ENGLAND SOUTH WEST,OKEHAMPTON MEDICAL CENTRE,0,0,124
2020/7/1,C82038,NHS ENGLAND MIDLANDS,LATHAM HOUSE MEDICAL PRACTICE,0,0,270
2020/7/1,RY8,NHS ENGLAND MIDLANDS,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,5274
2020/7/1,NNF09,NHS ENGLAND NORTH EAST AND YORKSHIRE,BRANSHOLME HEALTH CENTRE,0,0,2143
2020/7/1,RJR,NHS ENGLAND NORTH WEST,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5365,0,641
2020/7/1,RQX,NHS ENGLAND LONDON,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7446,0,0
2020/7/1,AXG,NHS ENGLAND SOUTH WEST,WILTSHIRE HEALTH & CARE,0,0,52
2020/7/1,Y03571,NHS ENGLAND MIDLANDS,CORBY URGENT CARE CENTRE,0,0,4821
2020/7/1,DT301,NHS ENGLAND EAST OF ENGLAND,HERTS URGENT CARE (ASCOTS LANE),0,0,1535
2020/7/1,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,2652,0,0
2020/7/1,C83023,NHS ENGLAND MIDLANDS,SLEAFORD MEDICAL GROUP,0,0,152
2020/7/1,RHM,NHS ENGLAND SOUTH EAST,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,8456,1058,0
2020/7/1,RWA,NHS ENGLAND NORTH EAST AND YORKSHIRE,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,9788,0,0
2020/7/1,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,13057,0,5608
2020/7/1,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,11151,0,7445
2020/7/1,RBT,NHS ENGLAND NORTH WEST,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,5930,0,1156
2020/7/1,RNQ,NHS ENGLAND MIDLANDS,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,7066,0,0
2020/7/1,RTK,NHS ENGLAND SOUTH EAST,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,7905,0,0
2020/7/1,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9536,0,0
2020/7/1,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,11471,0,0
2020/7/1,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,10148,0,9448
2020/7/1,RRF,NHS ENGLAND NORTH WEST,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",6879,0,3253
2020/7/1,NQ108,NHS ENGLAND EAST OF ENGLAND,CLACTON HOSPITAL,0,0,2298
2020/7/1,RJC,NHS ENGLAND MIDLANDS,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,5472,0,0
2020/7/1,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,3060,0,3140
2020/7/1,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9398,786,3348
2020/7/1,NQ106,NHS ENGLAND EAST OF ENGLAND,FRYATT HOSPITAL,0,0,285
2020/7/1,NTPAD,NHS ENGLAND SOUTH EAST,ST MARY'S NHS TREATMENT CENTRE,0,0,4405
2020/7/1,RPA,NHS ENGLAND SOUTH EAST,MEDWAY NHS FOUNDATION TRUST,6549,0,3054
2020/7/1,RTF,NHS ENGLAND NORTH EAST AND YORKSHIRE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,7727,0,7777
2020/7/1,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,9275,0,3447
2020/7/1,RWP,NHS ENGLAND MIDLANDS,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,10757,0,3794
2020/7/1,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0,0,5895
2020/7/1,RBS,NHS ENGLAND NORTH WEST,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,3460,0,0
2020/7/1,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE,MID YORKSHIRE HOSPITALS NHS TRUST,14654,0,2934
2020/7/1,RXN,NHS ENGLAND NORTH WEST,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,4464,0,7530
2020/7/1,NNJ12,NHS ENGLAND MIDLANDS,MARKET HARBOROUGH,0,0,0
2020/7/1,R1F,NHS ENGLAND SOUTH EAST,ISLE OF WIGHT NHS TRUST,2612,0,1615
2020/7/1,NJS05,NHS ENGLAND MIDLANDS,LOUGHBOROUGH URGENT CARE CENTRE,0,0,3529
2020/7/1,RH8,NHS ENGLAND SOUTH WEST,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,7173,0,1815
2020/7/1,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,3944,0
2020/7/1,RTQ,NHS ENGLAND SOUTH WEST,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0,0,3293
2020/7/1,RBD,NHS ENGLAND SOUTH WEST,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4041,0,3121
2020/7/1,RX1,NHS ENGLAND MIDLANDS,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,13244,1660,200
2020/7/1,NNJ0H,NHS ENGLAND MIDLANDS,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0,0,1869
2020/7/1,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0,0,2799
2020/7/1,RN7,NHS ENGLAND SOUTH EAST,DARTFORD AND GRAVESHAM NHS TRUST,8138,0,1358
2020/7/1,NNJ14,NHS ENGLAND MIDLANDS,OADBY,0,0,411
2020/7/1,RL1,NHS ENGLAND MIDLANDS,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0,0,0
2020/7/1,RAP,NHS ENGLAND LONDON,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,7026,421,4708
2020/7/1,REP,NHS ENGLAND NORTH WEST,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,697,0
2020/7/1,RF4,NHS ENGLAND LONDON,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",11575,592,7948
2020/7/1,RDZ,NHS ENGLAND SOUTH WEST,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,6353,1307,305
2020/7/1,RN3,NHS ENGLAND SOUTH WEST,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,4675,0,3362
2020/7/1,RTG,NHS ENGLAND MIDLANDS,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,15113,0,6614
2020/7/1,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,0,0,3438
2020/7/1,R1H,NHS ENGLAND LONDON,BARTS HEALTH NHS TRUST,18672,912,10337
2020/7/1,RA4,NHS ENGLAND SOUTH WEST,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,4426,0,0
2020/7/1,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,8773,545,1618
2020/7/1,NTP11,NHS ENGLAND SOUTH EAST,SOUTHAMPTON NHS TREATMENT CENTRE,0,0,2828
2020/7/1,NNJ,NHS ENGLAND MIDLANDS,DHU HEALTH CARE C.I.C,0,0,471
2020/7/1,NNJ13,NHS ENGLAND MIDLANDS,MELTON MOWBRAY,0,0,0
2020/7/1,RBK,NHS ENGLAND MIDLANDS,WALSALL HEALTHCARE NHS TRUST,6180,0,2397
2020/7/1,RNA,NHS ENGLAND MIDLANDS,THE DUDLEY GROUP NHS FOUNDATION TRUST,7334,0,4996
2020/7/1,RN5,NHS ENGLAND SOUTH EAST,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,9780,0,0
2020/7/1,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,6486,0,0
2020/7/1,RY9,NHS ENGLAND LONDON,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,0,0,2366
2020/7/1,NNJ15,NHS ENGLAND MIDLANDS,OAKHAM,0,0,80
2020/7/1,RHW,NHS ENGLAND SOUTH EAST,ROYAL BERKSHIRE NHS FOUNDATION TRUST,8811,1687,0
2020/7/1,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,3740,0,494
2020/7/1,RD8,NHS ENGLAND EAST OF ENGLAND,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6603,0,3122
2020/7/1,RC9,NHS ENGLAND EAST OF ENGLAND,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,12230,0,3447
2020/7/1,RQ3,NHS ENGLAND MIDLANDS,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,3630,0,0
2020/7/1,R0A,NHS ENGLAND NORTH WEST,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,17209,2372,4634
2020/7/1,RTV,NHS ENGLAND NORTH WEST,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,0,0,181
2020/7/1,RBN,NHS ENGLAND NORTH WEST,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,9375,0,3479
2020/7/1,RY2,NHS ENGLAND NORTH WEST,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,0,0,2442
2020/7/1,RQW,NHS ENGLAND EAST OF ENGLAND,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8210,0,0
2020/7/1,RKB,NHS ENGLAND MIDLANDS,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,5583,1199,5415
2020/7/1,RY5,NHS ENGLAND MIDLANDS,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,5657
2020/7/1,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,8822,905,2312
2020/7/1,REM,NHS ENGLAND NORTH WEST,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16391,76,5276
2020/7/1,RDR,NHS ENGLAND SOUTH EAST,SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,7571
2020/7/1,RCX,NHS ENGLAND EAST OF ENGLAND,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",5899,0,0
2020/7/1,RHU,NHS ENGLAND SOUTH EAST,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,8896,567,1954
2020/7/1,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,10942,0,4186
2020/7/1,RDU,NHS ENGLAND SOUTH EAST,FRIMLEY HEALTH NHS FOUNDATION TRUST,18464,0,0
2020/7/1,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,3087,0,8236
2020/7/1,RA7,NHS ENGLAND SOUTH WEST,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,11248,1721,0
2020/7/1,RNZ,NHS ENGLAND SOUTH WEST,SALISBURY NHS FOUNDATION TRUST,4209,263,832
2020/7/1,RVJ,NHS ENGLAND SOUTH WEST,NORTH BRISTOL NHS TRUST,7422,0,0
2020/7/1,RWH,NHS ENGLAND EAST OF ENGLAND,EAST AND NORTH HERTFORDSHIRE NHS TRUST,7828,0,4461
2020/7/1,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,10652,1087,4937
2020/7/1,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,8308,0,3220
2020/7/1,NDA57,NHS ENGLAND SOUTH EAST,HASLEMERE MINOR INJURIES UNIT,0,0,647
2020/7/1,RD1,NHS ENGLAND SOUTH WEST,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,6332,0,445
2020/7/1,AC008,NHS ENGLAND NORTH WEST,ROSSENDALE MINOR INJURIES UNIT,0,0,808
2020/7/1,RM1,NHS ENGLAND EAST OF ENGLAND,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10736,0,4507
2020/7/1,RH5,NHS ENGLAND SOUTH WEST,SOMERSET NHS FOUNDATION TRUST,5711,0,6779
2020/7/1,RYX,NHS ENGLAND LONDON,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0,0,2251
2020/7/1,RXR,NHS ENGLAND NORTH WEST,EAST LANCASHIRE HOSPITALS NHS TRUST,9340,0,4112
2020/7/1,RVV,NHS ENGLAND SOUTH EAST,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,13764,0,2995
2020/7/1,RWD,NHS ENGLAND MIDLANDS,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,9263,0,5982
2020/7/1,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,6784,0,1180
2020/7/1,RM3,NHS ENGLAND NORTH WEST,SALFORD ROYAL NHS FOUNDATION TRUST,7318,0,491
2020/7/1,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,11256,0,2590
2020/7/1,RGR,NHS ENGLAND EAST OF ENGLAND,WEST SUFFOLK NHS FOUNDATION TRUST,5673,0,433
2020/7/1,RRK,NHS ENGLAND MIDLANDS,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,27572,0,1158
2020/7/1,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0
2020/7/1,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10300,0,0
2020/7/1,RYR,NHS ENGLAND SOUTH EAST,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,12226,0,0
2020/7/1,RTE,NHS ENGLAND SOUTH WEST,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,9555,0,1980
2020/7/1,RJE,NHS ENGLAND MIDLANDS,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,12344,387,5740
2020/7/1,RWF,NHS ENGLAND SOUTH EAST,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,12122,0,2426
2020/7/1,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE,LEEDS TEACHING HOSPITALS NHS TRUST,14662,0,4557
2020/7/1,RMP,NHS ENGLAND NORTH WEST,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,6955,0,1089
2020/7/1,RFS,NHS ENGLAND MIDLANDS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,5864,0,933
2020/7/1,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,9464,376,4258
2020/7/1,RDE,NHS ENGLAND EAST OF ENGLAND,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,12191,0,4472
2020/7/1,RA2,NHS ENGLAND SOUTH EAST,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,5296,0,0
2020/7/1,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,9329,0,11663
2020/7/1,RTH,NHS ENGLAND SOUTH EAST,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9893,1212,330
2020/7/1,RBL,NHS ENGLAND NORTH WEST,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7164,0,1547
2020/7/1,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,8161,2834,5457
2020/7/1,RWJ,NHS ENGLAND NORTH WEST,STOCKPORT NHS FOUNDATION TRUST,7534,0,0
2020/7/1,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,10416,200,234
2020/7/1,RWG,NHS ENGLAND EAST OF ENGLAND,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,5761,0,5981
2020/7/1,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,7126,0,0
2020/7/1,RXC,NHS ENGLAND SOUTH EAST,EAST SUSSEX HEALTHCARE NHS TRUST,8627,0,2233
